Title,Author,Discount,Price before,Price now,Editorial,Year
 THE ETERNAL HUSBAND AND OTHER STORIES (LIBRO EN INGLÉS)  ,Fyodor Dostoevsky,20,39900,31920,BANTAM CLASSICS,1996
 ORTHOPEDIC AND SPORTS PHYSICAL THERAPY (LIBRO EN INGLÉS)  ,Terry Malone Edd  Pt  Atc; Thomas Mcpoil Phd  Pt  Atc; Arthur J. Nitz Phd  Pt,80,80000,16000,MOSBY,1997
 REACHED (LIBRO EN INGLÉS)  ,Ally Condie,20,36900,29520,SPEAK,2013
 LA CASITA  ,David Unger,30,30000,21000,CIDCLI,0
 ROMPECABEZAS  ,Disney,20,37900,30320,PENGUIN RANDOM HOUSE GRUPO EDITORIAL ARGENTINA,0
 PEANUTS A TREASURY OF HAPPINESS (LIBRO EN INGLÉS)  ,Charles M. Schulz,20,69900,55920,CIDER MILL PRESS,2008
 LOS PÁJAROS DE AUSCHWITZ  ,Arno Surminski,20,49000,39200,SALAMANDRA,2016
 DANIELA ASTOR Y LA CAJA NEGRA  ,Marta Sanz,20,54900,43920,ANAGRAMA,2018
 HAUNTED: A HANNAH SMITH NOVEL (LIBRO EN INGLÉS)  ,Randy Wayne White,80,44900,8980,BERKLEY PUB GROUP,2015
 WHO ASKED YOU? (LIBRO EN INGLÉS)  ,Terry Mcmillan,80,39900,7980,BERKLEY,2015
 BUILDING EVOLUTIONARY ARCHITECTURES: SUPPORT CONSTANT CHANGE ,Neal Ford,80,26665,5333,O'REILLY MEDIA,0
" FABLES, VOL. 19: SNOW WHITE (LIBRO EN INGLÉS)  ",Bill Willingham,20,64900,51920,VERTIGO,2013
" BLOODY MARY, VOL. 4 (LIBRO EN INGLÉS)  ",Akaza Samamiya,20,39900,31920,VIZ MEDIA LLC,0
" SUMMER WARS, PART 2 (LIBRO EN INGLÉS)  ",Mamoru Hosoda,20,46900,37520,VERTICAL INC,2013
" THE SEVEN DEADLY SINS 18 (SEVEN DEADLY SINS, THE) (LIBRO EN INGLÉS)  ",Nakaba Suzuki,20,39900,31920,KODANSHA COMICS,2017
 NORAGAMI VOLUME 6 (LIBRO EN INGLÉS)  ,Adachitoka,20,39900,31920,KODANSHA COMICS,2015
" AJIN, VOLUME 5: DEMI ",Gamon Sakurai,20,42900,34320,VERTICAL,2015
 DEADPOOL: WORLD'S GREATEST VOL. 9: DEADPOOL IN SPACE (LIBRO EN INGLÉS)  ,Gerry Duggan,20,65000,52000,MARVEL,2017
 THE ADVENTURES OF HUCKLEBERRY FINN: A BABYLIT® CAMPING PRIMER (LIBRO EN INGLÉS)  ,Jennifer Adams,20,34900,27920,GIBBS SMITH,0
 WALKING FOR FITNESS: MAKE EVERY STEP COUNT (LIBRO EN INGLÉS)  ,Nina Barough,80,59900,11980,DK PUB,2016
" ALICE IN MURDERLAND, VOL. 4 (LIBRO EN INGLÉS)  ",Kaori Yuki,20,59900,47920,YEN PRESS,0
 PRINCESS JELLYFISH 6 (LIBRO EN INGLÉS)  ,Akiko Higashimura,20,75000,60000,KODANSHA COMICS,2017
 WONDER WOMAN. TALKING FIGURE (MINIATURE EDITIONS) (LIBRO EN INGLÉS)  ,Running Press,20,40000,32000,PERSEUS BOOKS USA,2017
 BATMAN INCORPORATED VOL. 2: GOTHAM'S MOST WANTED (THE NEW 52) (LIBRO EN INGLES)  ,Grant Morrison,20,59900,47920,DCCOMICS,2014
 MY LITTLE SOUND BOOK: WILD ANIMALS (LIBRO EN INGLÉS)  ,Amandine Notaert,20,45000,36000,AUZOU PUB,2016
 PINTA Y JUEGA  ,El Gato De Hojalata,20,17000,13600,PENGUIN RANDOM HOUSE GRUPO EDITORIAL ARGENTINA,2018
 SUPERGIRL. RULED JOURNAL (JOURNALS) (LIBRO EN INGLÉS)  ,Varios Autores,20,64900,51920,INSIGHT USA,2017
" VULGAR FAVORS: THE HUNT FOR ANDREW CUNANAN, THE MAN WHO KILLED GIANNI VERSACE (LIBRO EN INGLÉS)  ",Maureen Orth,20,39900,31920,BANTAM,2017
 PRINCESS JELLYFISH 8 (LIBRO EN INGLÉS)  ,Akiko Higashimura,20,75000,60000,KODANSHA COMICS,2018
 SUPERMAN REBORN (REBIRTH) (SUPERMAN REBORN: DC UNIVERSE REBIRTH) (LIBRO EN INGLÉS)  ,Peter J. Tomasi; Dan Jurgens,20,64900,51920,DC COMICS,2018
 EXCALIBUR. BRITANIA 1  ,"Ana; Pelegrin, Javier Alonso",20,65000,52000,SUMA DE LETRAS,2018
 HASTA EL ÚLTIMO SUSPIRO: ENCONTRAR SU PROPÓSITO EN LA TIERRA LE AYUDARÁ A SACARLE EL MÁXIMO A SUS DÍAS EN ELLA ,Edwin Castro,35,56088,36457,CASA CREACION,0
 DRAWING MANGA: SIMPLE LESSONS MAKE IT EASY FOR BEGINNER ARTISTS (IDIOT'S GUIDES) (LIBRO EN INGLÉS)  ,9Colorstudio,20,75000,60000,ALPHA BOOKS,2013
 WHERE IN THE WORLD IS KONEKO CAT? COLORING BOOK: COLORING AROUND THE WORLD (LIBRO EN INGLÉS) ,Asuka Satow,20,44900,35920,ANDREWS MCMEEL PUBLISHING,0
" CBLDF PRESENTS MANGA: INTRODUCTION, CHALLENGES, AND BEST PRACTICES (LIBRO EN INGLÉS)  ",Katherine Dacey; Sean Gaffney; Ed Chavez; Robin Brenner; Shaenon Garrity; Erica Friedman,20,55000,44000,DARK HORSE,2013
 DEMOCRACIA Y PROCESOS POLÍTICOS EN AMÉRICA LATINA Y EUROPA (COLECCIÓN AL ,"Carmen Scocozza, Lucia Picarella",20,64000,51200,TAURUS,2017
 KILLING PABLO: THE HUNT FOR THE WORLD'S GREATEST OUTLAW ,Mark Bowden,80,58000,11600,GROVE/ATLANTIC INC,0
 AURA O LAS VIOLETAS ,Jose Maria  Vargas Vila,30,14000,9800,SKALA,0
 PREDICCIONES HOROSCOPO ,Ediycon,10,8900,8010,EDIYCON,0
 CRONICAS DEL HERRERO I FRAGUAS DE TORMEN ,Juan Diego Zabala,20,14900,11920,PLAN LECTOR,0
 THE JOKER TALKING BUST AND ILLUSTRATED BOOK (RP MINIS) (LIBRO EN INGLÉS)  ,Matthew K. Manning,20,55000,44000,RUNNING PRESS MINI EDITIONS,2019
 EL TORO BERMEJO  ,Hl Ocaña.,10,35000,31500,LA UNIVERSAL CASA EDITORIAL S.A.S.,2022
 EL PERDON NEGADO ,Alfredo Cheo Angulo,10,33000,29700,LA UNIVERSAL CASA EDITORIAL S.A.S.,2022
 PACK JENNIFER L. ARMENTROUT  ,Jennifer L. Armentrout,20,374844,299875,EDICIONES URANO,2022
 UN MUNDO HUÉRFANO  ,Giuseppe Caputo,20,17900,14320,DEBOLSILLO,2017
 MANGA CLASSICS: SENSE AND SENSIBILITY (LIBRO EN INGLÉS)  ,Jane Austen,20,80000,64000,UDON ENTERTAINMENT,2014
 BATMAN: METAL DIE ,Running Press,20,190000,152000,PERSEUS BOOKS,2017
 SUEÑO DE UNA NOCHE DE VERANO  ,William Shakespeare,20,34900,27920,MESTAS EDICIONES,2018
 CLÁSICOS BILINGÜES / PINOCHO  ,"Jacob Grimm, Wilhelm Grimm, Carlo Collodi",20,24900,19920,ALTEA,2019
 PAISAJES DE LA LUZ ,"España Eraso, Jonathan Alexander",10,28000,25200,EDITORIAL AVATARES,0
 EXTRA MATATIEMPO JUMBO ,Ediycon,10,13900,12510,EDIYCON,0
 LA RETORICA ,Aristoteles,30,17000,11900,SKALA,0
 MITOS Y LEYENDAS DE COLOMBIA ,Andres  Peralta Gomez,30,17000,11900,SKLA,0
 A MILLION SUNS: AN ACROSS THE UNIVERSE NOVEL (LIBRO EN INGLÉS)  ,Beth Revis,20,36900,29520,RAZORBILL,2012
" TEEN TITANS, VOL. 1: IT'S OUR RIGHT TO FIGHT (THE NEW 52) (LIBRO EN INGLÉS)  ",Scott Lobdell,20,49000,39200,DC COMICS,2012
 CREAR CAPACIDADES  ,Martha C. Nussbaum,20,63000,50400,PAIDOS,2013
 MAR  ,Varios Autores,20,17900,14320,PENGUIN RANDOM HOUSE GRUPO EDITORIAL ARGENTINA,2017
 CUENTOS CLASICOS RAFAEL POMBO TAPA DURA  ,"Pombo, Rafael",10,26900,24210,SUSAETA EDICIONES,0
 LA PESTE ,Albert Camus,30,17000,11900,VALENCIA QUINTERO JORGE JAVIER,0
 SIEMPRE HAN HABLADO POR NOSOTRAS ,Najat El Hachmi,20,39000,31200,DESTINO,0
 PREGUNTAS QUE VALEN ORO  ,"Andrew Sobel, Jerold Panas",20,54000,43200,TALLER DEL EXITO,2019
 SMALL FRY (LIBRO EN INGLÉS) ,Lisa Brennan-Jobs,20,59000,47200,GROVE PR,2019
 DESCENDANTS 3: THE VILLAIN KIDS' GUIDE FOR NEW VKS (LIBRO EN INGLÉS) ,Disney Book Group,20,54000,43200,DISNEY PRESS,2019
 BIG NATE HUG IT OUT: VOLUME 21 (LIBRO EN INGLÉS)  ,Lincoln Peirce,20,37000,29600,ANDREWS MCMEEL PUBLISHING,2019
 SÚPER MATEMÁTICOS 2  ,Caligrafix Chile,10,79900,71910,CALIGRAFIX,2019
 BATMAN: DETECTIVE COMICS NÚM. 13  ,Michael Moreci,10,54000,48600,ECC EDICIONES,2018
 PIZARRA MAGICA ,Disney,20,69900,55920,PHIDAL,2019
 HOW TO BE AN INCLUSIVE LEADER: YOUR ROLE IN CREATING CULTURES OF BELONGING WHERE EVERYONE CAN THRIVE (LIBRO EN INGLÉS) ,Jennifer Brown,20,95000,76000,BERRETT-KOEHLER,2019
 THE GUEST BOOK (LIBRO EN INGLÉS) ,Sarah Blake,20,95000,76000,MACMILLAN USA,2019
 CIUDAD MAS TRISTE  ,Jerónimo Pimentel,20,45000,36000,DEBOLSILLO,2018
 88  ,Gayle Forman,20,45000,36000,VIKING PR,0
 VOCES Y SABORES DE LA COCINA OTOMI DE QUERETARO. COCINA INDIGENA Y POPULAR / NO. 59  ,Conaculta,20,15000,12000,CONACULTA,2014
 SHOPAHOLIC TO THE STARS (LIBRO EN INGLÉS)  ,Sophie Kinsella,20,32900,26320,RANDOM HOUSE,2015
 L'ANIMAL EN NOUS: DE DARWIN À PLATON. PETIT TRAITÉ D'ETHNO ,Michel Odoul,80,80000,16000,ALBIN MICHEL,2011
 LOS ATREVIDOS EN BUSCA DEL TESORO  ,"Elsa Punset, Rocio Bonilla Raya",20,47000,37600,BEASCOA,2015
 INVENTION OF WINGS (LIBRO EN INGLÉS)  ,Sue Monk Kidd,20,49900,39920,PENGUIN,2014
 CUENTOS MAGICOS. LA GUARDIA DEL LEÓN  ,Disney,20,21900,17520,EL GATO DE HOJALATA,2017
 INCREDIBUILDS: HARRY POTTER: HOUSE ,Jody Revenson,20,55000,44000,INSIGHT EDITIONS,2016
 MANUAL DE MEDICINA DE MONTAÑA Y DEL MEDIO NATURAL: BASADO EN LA EVIDENCIA  ,Enric Subirats Bayego,0,289080,289080,EDITORIAL MÉDICA PANAMERICANA S.A.,2016
 NOVATO PROFESIONAL  ,Cristian Hernández Gil,10,30000,27000,VOLAR EDITORIAL,0
 EL QUE CAMINA ,Ayran Riascos,30,35000,24500,AYRAN RIASCOS,2022
 PROMOCION ESPIRITU Y BIENESTAR  ,Ediycon,10,46500,41850,EDIYCON SAS,2022
 POR EL CAMINO DE LA DECEPCION ,"Claire Hoy,Victor Ostrovsky",80,197229,39446,PLANETA,0
 DEL AIRE ,Jesús Gómez Ceballos,10,20000,18000,EDICIONES COSA NOSTRA & EDICIONES LETRA DORADA,2021
 EL ALFEREZ REAL ,Jose Eustaquio Palacios,30,17000,11900,SKALA,0
 HISTORIA MODERNA  ,Andre Corvisier,80,91034,18207,LABOR,1991
 RESEÑAS DE ENSEÑANZA  ,Jacques Lacan,80,249087,49817,MANANTIAL,0
 TRES ACTOS Y DOS PARTES  ,Giorgio Faletti,20,49900,39920,ANAGRAMA,2018
 ECOS DE TERRA ,Jose Luis  Peña Castro,10,42000,37800,QUILLANGO EDITORES SAS,0
 APRENDAMOS INGLÉS  ,Varios Autores,30,9800,6860,KINGKOLOR,0
 QUE SE PREGUNTA MARIA ISABEL ,Rueda Maria Isabel,30,48900,34230,CIRCULO DE LECTORES,2017
 TENGO CANCER Y AHORA QUE  ,Diandra Nadine Iguaran Guerra,10,39500,35550,IGUARAN GUERRA DIANDRA NADINE,2021
 LA CREACION  ,Victoria Kovacs,35,11514,7484,,0
 LOVE IN THE TIME OF CHOLERA  (VINTAGE INTERNATIONAL) ,Gabriel Garc&Iacute;A M&Aacute;Rquez,20,130000,104000,VINTAGE BOOKS,0
 ALTERNATIVAS PARA EL FIN DEL MUNDO ,Freddy  Goncalves,20,33000,26400,PLAN LECTOR,0
 LEITO COLECCIÓN 3  APRENDIZAJE INTEGRAL POR 6 LIBROS  ,Varios Autores,30,43700,30590,KING KOLOR,0
 COMO PIEDRA EN EL AGUA  ,Diego Caballero,10,40000,36000,QUILANGO,0
 ORGULLO Y PREJUICIO  EDICIÓN ESPECIAL  ,Jane Austen,30,32000,22400,SKLA,0
 EL ORIGEN DE LA VIDA ,Aleksandr Oparin,30,7500,5250,COMETA,0
 MISTERIOS DEL UNIVERSO  ,Dorling Kindersley Children S,20,107892,86314,DK PUBLISHING,2021
 FLASH CARD LA FAMILIA ,Kocodío,30,35000,24500,KOCODIO SAS,2022
 CONSTITUCION POLITICA DE COLOMBIA 46 EDICION ,Sin Autor,10,79900,71910,LEGIS,0
 LOS MALEDUCADOS  ,Raul Piamonte ,10,23000,20700,JAIME RIVERA GARCÍA,2017
 COLECCIÓN HISTORIA DE LOS MUNDIALES	  ,Ediycon,10,47600,42840,EDIYCON SAS,2022
 LA LIBRETA INTELIGENTE + APP ,The Smartnotebook,35,89900,58435,DISONEX ZONA FRANCA SAS,2022
 WHERE THE MONEY IS ,Adam Seessel,20,95000,76000,SIMON,2022
 EL TRABAJO QUE VENDRÁ ,Jesús Franco Mendoza,10,40000,36000,LA UNIVERSAL CASA EDITORIAL S.A.S.,2022
 ARMONIZA TU INTERIOR ,Martha Prieto- Catalina Lizarralde,30,30000,21000,MARTHA PRIETO,2022
 LA SANADORA DE ZALINDOV ,Lynette Noni,20,77000,61600,PUCK,2023
 EL MAR DESPUÉS DE LA GUERRA  ,@Elpsicoanalistarebelde (Fernando Ángel),0,60000,60000,MAPA DE VIENTO,2023
 PACK 4 (MUJER VERDADERA) ,Varios,35,138807,90225,SU PRESENCIA PRODUCCIONES,2022
 LLUVIA DE MILLONES  ,Frank Cottrell Boyce,20,50000,40000,SALAMANDRA INFANTIL Y JUVENIL,2005
 EL COMIENZO DE LA NOCHE  ,Stephen Leather,40,55000,33000,UMBRIEL,2013
 LAURENCE KING PUBLISHING THE WORLD OF SHERLOCK HOLMES: A 1000 PIECE JIGSAW PUZZLE (LIBRO EN INGLES) ,Sin Autor,20,90000,72000,GRUPO PENTA,0
 PREGUNTING  ,Antonio Moar,40,32000,19200,EMPRESA ACTIVA,0
" ¡BUENOS DÍAS, BOBIBLÚ!  ","Elsa Punset, Sr. Sánchez .",20,50000,40000,BEASCOA,2020
 SOLUCIONES ESPIRITUALES  ,Deepak Chopra,20,42000,33600,B DE BOLSILLO,2018
 BATMAN: ARKHAM UNHINGED (LIBRO EN INGLÉS)  ,Derek Fridolfs,20,85000,68000,DC COMICS,2013
 LA PIMPINELA ESCARLATA  ,Baronesa Orczy,20,66000,52800,LITERATURA RANDOM HOUSE,2018
 LEVIATAN  ,Hobbes Thomasskla,30,32000,22400,SKLA,0
 UN POLICÍA EN LA LUNA  ,Tom Gauld,20,81000,64800,SALAMANDRA GRAPHIC,2019
 HISTORIAS Y SECRETOS ,Baquero De González  Marthaasociación Editorial Buena Semilla,10,44000,39600,ASOCIACIÓN EDITORIAL BUENA SEMILLA,0
 30 DAYS OF NIGHT (LIBRO EN INGLÉS)  ,Steve Niles,20,69900,55920,IDW PUBLISHING,2007
 CUENTOS DE CARPENTIER  ,Alejo Carpentier,30,7500,5250,COMETA,0
 MOTIVE: AN ALEX DELAWARE NOVEL (LIBRO EN INGLÉS)  ,Jonathan Kellerman,80,59900,11980,BALLANTINE BOOKS,0
 MASHA Y EL OSO  ,Phidal Publishing Inc,20,42900,34320,PHIDAL,2019
 MEZCLADITOS. FORMAS  ,El Gato De Hojalata,20,29900,23920,PENGUIN RANDOM HOUSE GRUPO EDITORIAL ARGENTINA,2018
 EL CLUB DE LOS TENIS ROJOS  ,Ana Punset,20,54000,43200,MONTENA,2017
 BIOS  ,Anabella Franco,20,54000,43200,B DE BLOK,2017
 EL LIBRO DE LOS AMORES RIDÍCULOS  ,Milan Kundera,20,52000,41600,GRUPO PLANETA,2016
 RECETAS DEL CHEF: PARA PRINCIPIANTES  ,Delivering Ibooks & Design Barcelona,20,29900,23920,PARRAGON BOOK,2013
 INSTALACIONES SANITARIAS SOSTENIBLES  ,Ra&Uacute;L &Oacute;Scar Barreneche,10,119000,107100,EDICIONES DE LA U,2017
 TABLAS DINÁMICAS CON EXCEL 2016  ,Daniel Burrueco,10,87000,78300,EDICIONES DE LA U,2017
 TIEMPOS DE ARCÁNGELES  ,Tania Karam,20,56000,44800,AGUILAR,2017
 EL BICENTENARIO VISTO POR EL TIEMPO ,Sin Autor,30,46900,32830,CIRCULO DE LECTORES,2019
 PYTHON PRÁCTICO ,"Alfredo Moreno Muñoz,Sheila Córcoles Córcoles",10,69000,62100,EDICIONES DE LA U,0
 LA SOMBRA DE MI PADRE  ,Martín Franco Velez,20,42000,33600,PLANETA,2020
 SENTIDO Y SENSIBILIDAD ,Jane Austen,30,27000,18900,VALENCIA QUINTERO JORGE JAVIER,0
 EVALUACION JURIDICA DE LA SEGURIDAD Y DEFENSA NACIONAL COMO POLITICA DE ESTADO ,"Manuel Bermudez Tapia,Paola Alexandra Sierra Zamora",20,45000,36000,PLANETA,0
 LA CIUDAD DE LAS LÁGRIMAS  ,Kate Mosse,20,29000,23200,PLANETA,2020
 LAS CASAS Y GUARIDAS DE LOS ANIMALES ,Varios Autores,20,34000,27200,PLANETA JUNIOR,2020
 1793  ,Niklas Natt Och Dag,20,71000,56800,SALAMANDRA,2020
" MARCOPOLA, LA ISLA REMERA 1 ",Jacobo Fernández,20,14900,11920,GRUPO PLANETA,0
 EL ESCAPE DE LA ROBOT SALVAJE ,Peter Brown,20,39000,31200,GRUPO PLANETA,0
 LAS LÁGRIMAS DE ISIS  ,Antonio Cabanas,20,69000,55200,EDICIONES B,2020
 EL LLAMADO DE LAS BRUJAS  ,Alvaro Vanegas,30,21000,14700,CALIXTA EDITORES,2020
 TEXTURITAS  ,Anónimo,20,18900,15120,PENGUIN RANDOM HOUSE GRUPO EDITORIAL ARGENTINA,2020
 YOU 2. NEED YOU ,Estelle Maskame,20,49000,39200,BOOKET,2019
 CUENTOS QUE NI PA QUE LE CUENTO ,Iván Marín,30,48900,34230,INTERMEDIO,2019
 HISTORIA DE LA LOCURA EN COLOMBIA ,Ricardo Silva Romero,30,55900,39130,INTERMEDIO,2019
 LOS SECRETOS OLVIDADOS DEL BOSQUE ,Natalia Zuleta -  Catalina Zuleta,30,48900,34230,CÍRCULO DE LECTORES,0
 HISTORIAS MARAVILLOSAS MIS QUERIDOS CUENTOS ,Disney,20,39000,31200,PLANETA,2020
 CORRESPONDENCIA 1970 ,Andrés Caicedo Estela,20,65000,52000,SEIX BARRAL,2020
 COMO HOMBRES EL MUNDO DE LAS MUJERES EN ZAPATOS MASCULINOS ,Ana Maria  Mesa Villegas,20,19000,15200,PLANETA,0
 LA SOMBRA DEL PRESIDENTE ,León Valencia Agudelo,20,49000,39200,PLANETA,2020
 AVENTURAS EN CASA  ,Sin Autor,20,35000,28000,PLANETA JUNIOR,2020
 TE REGALARÉ LAS ESTRELLAS  ,Jojo Moyes,20,70000,56000,SUMA DE LETRAS,2020
 FRANNY ZORRA BUSCA ARÁNDANOS ,Varios Autores,20,34000,27200,PLANETA JUNIOR,2020
 PIZARRA MAGICA  ,Nickelodeon,20,69900,55920,PHIDAL,2020
 JUSTICIA Y TIC ,Rosario C&Oacute;Rdoba Garc&Eacute;S,10,44900,40410,LEGIS,2017
" MUERTE LLEGA DESDE EL CIELO, LA: ASÍ TERMINARÁ EL MUNDO.   (CIENCIA MA NON TROPPO)  ",Philip Plait,20,69900,55920,MA NON TROPPO,2010
 DISNEY ARIEL LIBRO SECRETO (BOOK OF SECRETS)  ,Parragon,20,14900,11920,PARRAGON,2014
 MANUAL PARA MUJERES DE LA LIMPIEZA  ,Lucia Berlin,20,70000,56000,ALFAGUARA,2016
 PEPPA VA A NADAR  ,"Astley Neville, Mark Baker",20,19900,15920,ALTEA,2015
 ANNA KARÉNINA  ,Lev Tolstói,20,69000,55200,PENGUIN CLÁSICOS,2016
" PLATEAS DE HORMIGÓN ARMADO, MODELOS DE CÁLCULO Y ASPECTOS CONSTRUCTIVOS ",Hugo Juan Donini Y Rodolfo Orler,10,35000,31500,EDICIONES DE LA U,0
 DE LA HABANA A LA PAZ  ,William Ospina,20,65000,52000,DEBATE,2016
 PROTECCION DE DATOS Y SEGURIDAD DE LA INFORMACION  ,Julio C&Eacute;Sar Miguel P&Eacute;Rez,10,66000,59400,EDICIONES DE LA U,2016
 ADICTOS AL AFECTO ,Leonardo  Amaya Martinez,30,48900,34230,INTERMEDIO,0
 LA CINTA ROJA  ,Lucy Adlington,20,49000,39200,PLANETA,2020
 MILÓ TEJÓN BUSCA UN NUEVO HOGAR ,Varios Autores,20,34000,27200,PLANETA JUNIOR,2020
 ASTRO POETS  ,Alex Dimitrov | Dorothea Lasky,20,59000,47200,PENGUIN RANDOM HOUSE,2021
 HERIDA HECHA LUZ ,Juan Sebastian Sanchez,40,30000,18000,ESCARABAJO,0
 EL RELOJERO DE GINEBRA ,Sara Harb,40,35000,21000,ESCARABAJO,0
 EL SILENCIO DE LA ESCAFANDRA ,Gustavo Devoz,30,24900,17430,CALIXTA EDITORES,2021
 YO SOY EL DIEGO DE LA GENTE  ,Diego Armando Maradona,20,42000,33600,GRUPO PLANETA,2006
 CÓMO EVITAR UN DESASTRE CLIMÁTICO  ,Bill Gates,20,62000,49600,PLAZA & JANES,2021
 RÓMPELA  ,Carlos Mora,20,52000,41600,EDICIONES B,2021
 GAMBITO DE DAMA  ,Walter Tevis,20,63000,50400,ALFAGUARA,2020
 MI LIBRO DE ANIMALES ,The Novelty Book,20,29000,23200,PLANETA JUNIOR,2020
 HISTORIAS PARA NINOS ,Sin Autor,30,32900,23030,SIN FRONTERAS,0
 EL LIDERAZGO CENTRADO EN PRINCIPIOS ,Stephen R. Covey,20,69000,55200,BOOKET PAIDOS,2020
 EL TALLADOR DE DIAMANTES  ,Geshe Michael Roach,30,50900,35630,CIRCULO DE LECTORES,2020
 POR EL BIEN DEL COMANDANTE ,Constance Fenimore Woolsen,30,35000,24500,CALIXTA EDITORES SAS,0
 ARSENIO LUPIN CABALLERO Y LADRON  ,Maurice Leblanc,30,26000,18200,SKALA,2021
 BOULEVARD  ,Flor M. Salvador,30,52900,37030,EDITORIAL NARANJA,2021
 NACHO APRENDE LEE Y COLOREA  ,Sin Autor,10,24900,22410,SUSAETA,0
 LA VIDA ES BELLA ANTOLOGIA POETICA DE CINE ,Sin Autor,40,60000,36000,ESCARABAJO,0
 POR AQUI PASO UNA LUCIERNAGA  ,Sorayda  Peguero Isaac,20,59000,47200,TUSQUETS,0
 LAS AVENTURAS DE FINN EN BOCANEGRA 1  ,Shane Hegarty,20,76000,60800,SALAMANDRA INFANTIL Y JUVENIL,2016
 CANCER PREVENIRLO ENTENDERLO AFRONTARLO  ,Santiago Rojas,20,29000,23200,PLANETA,2016
 QUE ES EL SISTEMA INMUNE ,Geffner  Jorge / Rabinovich Gabrielpaidos,20,29900,23920,PAIDOS,0
 SABOTAJE (SERIE FALCÓ 3)  ,Arturo Pérez-Reverte,20,67000,53600,ALFAGUARA,2018
 CARNES BLANCAS. BUEN PROVECHO  ,Mattia Cerato,20,19900,15920,PARRAGON,2014
 LOS RESTOS DEL DÍA  ,Kazuo Ishiguro,20,64900,51920,ANAGRAMA,0
 CUANDO EL DESIERTO FLORECE  ,Prem Rawat,20,52000,41600,AGUILAR,2018
 HAZ COMO EL GATO: ¡ÉL SÍ QUE SABE!  ,Stéphane Garnier,20,47000,37600,GRIJALBO,2018
 LOS ATREVIDOS EN EL PAÍS DE LOS UNICORNIOS  ,Elsa Punset,20,47000,37600,BEASCOA,2018
" FRUTAS Y VERDURAS. COMPRAR, CONSERVAR Y CONSUMIR  ",Ocu Ediciones,10,37000,33300,EDICIONES DE LA U,2018
 ARISTÓTELES Y DANTE SE SUMERGEN EN LAS AGUAS DEL MUNDO  ,Benjamin Alire Saenz,20,69000,55200,GRUPO PLANETA,2021
 LAS AVENTURAS DE PINOCHO  ,Carlo Collodi,20,35000,28000,PENGUIN CLÁSICOS,2021
 EL LARGO CAMINO A CASA  ,Louise Penny,20,77000,61600,SALAMANDRA,2022
 LA LLEGADA  ,L.M. Montgomery,20,54000,43200,MOLINO,2022
 CASUALIDADES DEL DESTINO ,Sebastián Hormiga,40,45000,27000,ESCARABAJO EDITORIAL,2022
 UNA ÚLTIMA PARADA  ,Casey Mcquiston,20,62000,49600,MOLINO,2022
 LA MITAD EVANESCENTE  ,Brit Bennett,20,68000,54400,LITERATURA RANDOM HOUSE,2022
 ELOGIO DE LA SOLEDAD (NAL) ,"Batchelor, Stephen",20,66000,52800,URANO,0
 CRONICAS EL TIEMPO 2021 ,Juan Esteban Constain,30,44900,31430,INTERMEDIO,0
 UN CUENTO DE ENFERMERA ,Louisa May Alcott,30,33000,23100,,0
 ENTRENADORES DE DINOSAURIOS  ,Varios Autores,20,49000,39200,DESTINO,2021
 MEDICIÓN EN FISIOTERAPIA CARDIOVASCULAR PULMONAR  ,"Esther Cecilia Wilches Luna,Esther Cecilia Wilches Luna",20,89500,71600,ECOE EDICIONES,0
 EL VINO DE LA SOLEDAD  ,Irène Némirovsky,20,46000,36800,SALAMANDRA BOLSILLO,2021
 LA VOZ DEL VIOLIN  ,Andrea Camilleri,20,46000,36800,SALAMANDRA BOLSILLO,2021
 GÉNESIS: EL GRAN RELATO DE LA CREACIÓN DEL UNIVERSO  ,Guido Tonelli,20,72000,57600,GRUPO PLANETA 0,0
 EL VIAJERO Y SUS SOMBRAS  ,Varios Autores,20,69000,55200,EDITORIAL CRÍTICA,2021
 FEMINISTA POR ACCIDENTE ,"Gómez-Upegui, Salomé",20,49000,39200,ARIEL,2021
 UN SEGUNDO DE CORAJE ,"Sordo, Pilar",20,49000,39200,EDITORIAL PLANETA,2021
 SAPIENS. UNA HISTORIA GRÁFICA 2  ,"Yuval Noah Harari, David Vandermeulen, Daniel Casanave",20,89000,71200,DEBATE,2021
 MITOS Y LEYENDAS ,Philip Wilkinson,20,159900,127920,DK PUB,2021
 MEMORIAS DE IDHUN 3. PANTEON  ,Laura Gallego,20,87000,69600,MONTENA,2022
 MEDITACIÓN TOTAL  ,Deepak Chopra,20,57000,45600,GRIJALBO,2022
 TOCADO Y HUNDIDO (DIARIO DE GREG 15)  ,Jeff Kinney,20,54000,43200,MOLINO,2021
 LA LOCA DE LA CASA  ,Rosa Montero,20,42000,33600,DEBOLSILLO,2021
 ¿POR QUÉ DEPENDEMOS DE LA BIODIVERSIDAD? ,Juan Armando Sánchez Muñoz,30,48900,34230,,2021
 PESADILLA EDITORIAL  ,Marco Cala ,30,12900,9030,MARCO CALA,0
 LOGÍSTICA INTERMODAL ,Alexander Eslava Sarmiento,10,92000,82800,EDICIONES DE LA U,0
 LOS 7 HABITOS DE LA GENTE ALTAMENTE EFECTIVA  ,Stephen R. Covey,20,75000,60000,PAIDÓS,2019
