Title,Author,Discount,Price before,Price now,Editorial,Year
 CUENTOS DE EVA LUNA  ,Isabel Allende,20,43000,34400,DEBOLSILLO,2012
 POR LA LIEBRE  ,Gabriel García Márquez,20,64000,51200,LITERATURA RANDOM HOUSE,2015
 PEPPA JUEGA FÚTBOL  ,"Astley Neville, Mark Baker",20,17900,14320,ALTEA,2015
 21 LECCIONES PARA EL SIGLO XXI  ,Yuval Noah Harari,20,69000,55200,DEBATE,2018
 ¿QUIÉN TE LLORARA CUANDO MUERAS?  ,Robin Sharma,20,45000,36000,DEBOLSILLO,2013
" DIFICULTADES ASOCIADAS A LAS ALTAS CAPACIDADES INTELECTUALES, GUÍA PARA PROFESORES Y ORIENTADORES  ",María Teresa Fernández Reyes Y Otro,10,32000,28800,EDICIONES DE LA U,2013
 TOKIO BLUES  ,Haruki Murakami,20,69000,55200,TUSQUETS,2014
 SCORPIO CITY  ,Mario Mendoza,20,55000,44000,GRUPO PLANETA,2021
 LA BRUJA ,Germán Castro Caycedo,20,52000,41600,EDITORIAL PLANETA,2021
 A FUEGO LENTO  ,Paula Hawkins,20,59000,47200,PLANETA,2021
 ME QUIERO TE QUIERO  ,María Esclapez,20,49000,39200,PENGUIN RANDOM HOUSE,2023
 LA JORNADA DE UN PERIODISTA AMERICANO EN EL 2889  ,Julio Verne,10,38000,34200,GADIR,2014
 ESTATUTO TRIBUTARIO 2023 ,Varios Autores,10,204900,184410,LEGIS,0
 TODO MUERE SALVO EL MAR ,Maria Del Mar Ramon,20,49000,39200,SEIX BARRAL,0
 LOS DOS AMORES DE MI VIDA  ,Varios,20,69000,55200,TITANIA,2022
 CARMILLA  ,Sheridan Le Fanu,30,25000,17500,BLANCO & NEGRO,2021
 TRILOGÍA FUEGO 1  ,Joana Marcús,20,75000,60000,GRUPO PLANETA,2022
 EL HEREJE: CARLOS GAVIRIA ,Ana Cristina Restrepo Jiménez | Santiago Pardo Rodríguez,20,29000,23200,ARIEL,2020
 BROTHERSONG LA CANCION DE LOS HERMANOS  ,T. J. Klune,30,120000,84000,VRYA,2023
" PRINCIPE, EL ","Maquiavelo, Nicolás",20,36000,28800,PENGUIN CLÁSICOS,2023
 AMARSE CON LOS OJOS ABIERTOS  ,Jorge Bucay & Silvia Salinas,30,55000,38500,OCÉANO,2020
 EL BOSQUE MAGICO DE AUGUSTO  ,María C. Mora,30,19900,13930,TOMAS,2005
 LAS MALAS ,Camila  Sosa Villada,20,59000,47200,TUSQUETS,2020
 VEINTE POEMAS DE AMOR Y UNA CANCION DESESPERADA ,Pablo Neruda,20,29000,23200,SEIX BARRAL,0
 DIETA KETO PERFECTA  ,Jorge Enrique Bayter Marin,20,59000,47200,DIANA,0
 COLOMBIA BIZARRA ,Pirry,20,69000,55200,EDITORIAL PLANETA,2022
 LA LIGA ESPANTAJO Y EL TENEDOR DORADO  ,Andrés Valencia,30,53900,37730,CIRCULO DE LECTORES,2022
 UNA PROMESA AUDAZ Y MORTAL  ,Brigid Kemmerer,20,74000,59200,PUCK,2022
" CÓDIGO MUJER: WOMANCODE: OPTIMIZA TU CICLO, AUMENTA TU FERTILIDAD, POTENCIA TU DESEO SEXUAL Y CONVIÉRTETE EN UNA FUENTE DE ENERGÍA ",Alisa Vitti,25,103700,77775,SIRIO,2022
 UNA EDUCACIÓN MORTAL ,Naomi Novik,20,70000,56000,UMBRIEL,2021
 EL PAJARO DEL ALMA  ,"Snunit, Mijal",30,45000,31500,FONDO DE CULTURA ECONOMICA,1993
 LA DIVINA COMEDIA  ,Dante Alighieri,30,36000,25200,EDIT OCEANO DE MEXICO,2011
 MINDFULNESS PARA LA FELICIDAD  ,Ruth Baer,20,38000,30400,BOOKS4POCKET,2018
 FLASH CARDS ANIMALES SALVAJES  ,Kocodío,30,40000,28000,KOCODIO SAS,2022
" NO ES AMOR, ES SOLO PARIS  ",Patricia Engel,20,48000,38400,GRIJALBO,2013
 PACK ASESINO DE BRUJAS  ,Shelby Mahurin,20,232000,185600,URANO,2022
 LOS HERMANOS KARAMAZOV ,Fiodor Dostoievski,30,25000,17500,SKALA,0
 PACK STILL WITH ME  ,Lily Del Pilar,45,108000,59400,PLANETA,2021
 LOS DIVINOS  ,Laura Restrepo,20,62000,49600,ALFAGUARA,2018
 RODOLFO LLINÁS  ,Pablo Correa,20,52000,41600,AGUILAR,2017
 EL PERFUME HISTORIA DE UN ASESINO  ,Patrick Suskind,20,42000,33600,SEIX BARRAL,2010
 EDIPO REY  ,Sófocles,20,32000,25600,PENGUIN CLÁSICOS,2015
 UNA HOLANDESA EN AMÉRICA ,Soledad Acosta,30,43000,30100,CALIXTA EDITORES SAS,0
 CONVERSACIONES CON  DIOS I  ,Neale Donald Walsch,20,45000,36000,DEBOLSILLO,2018
 NUESTRAS REGLAS ,Isis Viviana Tijaro Sarmiento,20,29000,23200,DIANA,2021
 MUJERES DEL ALMA MÍA  ,Isabel Allende,20,54000,43200,PLAZA & JANES,2020
 EL ARTE DE ESCUCHAR  ,Julia Cameron,20,62000,49600,AGUILAR,2022
 FAUSTO (EDICIÓN BILINGÜE)  ,Johann Wolfgang Goethe,20,62000,49600,PENGUIN CLÁSICOS,2019
 LAS AVENTURAS DE DANI Y EVAN. EL SECRETO DE LOS DINOSAURIOS  ,Las Aventuras De Dani Y Evan,20,49000,39200,DESTINO,2020
 TULIO EN SU SALSA ,"Zuloaga, Tulio",20,69000,55200,EDITORIAL PLANETA,2021
" CUAC ESTA DE MODA, EL ","Ríos, Paula; Castro, Omar",0,49000,49000,B DE BLOK,2022
 LA VACA LILA ,Jose Pingray Maria,20,25900,20720,EL GATO DE HOJALATA,0
 LO SIENTO  ,Sin Autor,30,33900,23730,SIN FRONTERAS,2021
 TU YO Y UN TAL VEZ ,Maria  Martinez,20,69000,55200,PLANETA,0
 DESAYUNO EN TIFFANY'S  ,Truman Capote,20,74900,59920,ANAGRAMA,2018
 MATAR UN REINO  ,Alexandra Christo,30,64000,44800,GRAN TRAVESÍA,2018
 EL BOSÓN DE HIGGS NO TE VA A HACER LA CAMA. LA FÍSICA COMO NUNCA TE LA HAN CONTADO  ,Javier Santaolalla,30,86000,60200,OCEANO,2022
 LA VOZ DE TU ALMA  ,Lain Garcia Calvo,30,104000,72800,OCEANO,2018
 LOS DINOSAURIOS  ,Claude Delafosse,30,52000,36400,OCEANO TRAVESIA,2010
 MUJERCITAS COMETA  ,Louisa May Alcott,30,7500,5250,COMETA,0
 MAGDALENA: RIVER OF DREAMS: A STORY OF COLOMBIA (LIBRO EN INGLÉS)  ,Wade Davis,20,99900,79920,VINTAGE,2021
 ANGELA MERKEL: LA FÍSICA DEL PODER  ,"Patricia Salazar Figueroa,Christina Mendoza Weber",30,48900,34230,INTERMEDIO,2020
 ORGULLO Y PREJUICIO  ,Jane Austen,30,35000,24500,EDITORIAL BLANCO Y NEGRO,2021
 ENCANTO. DIARIO FAMILIAR  ,Disney,20,35000,28000,PLANETA JUNIOR,2021
 UNA CORTE DE HIELO Y ESTRELLAS  ,Sarah J. Maas,20,49000,39200,GRUPO PLANETA,2021
 JAQUE AL PSICOANALISTA  ,John Katzenbach,20,52000,41600,B DE BOLSILLO,2021
 LA VERDAD SOBRE EL CASO SAVOLTA  ,Eduardo Mendoza,20,29000,23200,SEIX BARRAL,2013
 EL LIBRO DE LAS REVELACIONES  ,"Mendoza, Mario",20,55000,44000,EDITORIAL PLANETA,2021
 ENSÉÑALE A TU ANSIEDAD QUIÉN MANDA  ,Joel Minden,20,59000,47200,AGUILAR,2021
 EMOCIONES A LA CARTA  ,Dra. María Bernarda Vergara,30,48900,34230,CIRCULO DE LECTORES,2021
 LOS MILAGROS EXISTEN  ,Brian Weiss,20,52000,41600,PENGUIN RANDOM HOUSE,2020
 MANDALAS PARA EL EQUILIBRIO Y LA PAZ INTERIOR  ,Patricia López Caballero,20,55000,44000,DIANA,2019
 ENAMORATE DE TU CASA ,"Ramírez Hernández, Liliana",20,52000,41600,PENGUIN RANDOM HOUSE G.E. (COLOMBIA),0
 LAZOS DE AMOR  ,Brian Weiss,20,50000,40000,B DE BOLSILLO,2018
 EL PRINCIPITO ,Antoine De Saint-Exupery,20,39000,31200,PLANETA JUNIOR,0
 LA TRILOGÍA DEL ÉXITO  ,Wallace D. Wattles,20,56000,44800,TALLER DEL EXITO,2023
 SARUM  ,Edward Rutherfurd,20,98000,78400,ROCA BOLSILLO,2016
 DULCE ANIMAL DE COMPAÑÍA  ,Triunfo Arciniegas,20,62000,49600,ALFAGUARA,2019
 CRÓNICAS DE NARNIA 7. LA ÚLTIMA BATALLA  ,C. S. Lewis,20,39000,31200,DESTINO,2014
 EL QUINTO ACUERDO  ,"Miguel Ruíz,Jose Ruiz",20,52000,41600,EDICIONES URANO,2012
 TENGO TIEMPO Y DINERO PARA TODO  ,Antonina Canal,20,52000,41600,GRIJALBO,2022
 EL CAMINO EQUIVOCADO EN EL VIAJE A LO CORRECTO  ,Romina María Miranda Naranjo,20,74000,59200,TITANIA,2022
 DYSPHORIA MUNDI  ,Paul B. Preciado,20,129900,103920,ANAGRAMA,0
 RANMA KANZENBAN 15  ,Rumiko Takahashi,20,99000,79200,PLANETA DEAGOSTINI CÓMICS,2017
 CASA DE LAS ESTRELLAS: EL UNIVERSO CONTADO POR LOS NIÑOS  ,"Varios,   Dibujante : José Antonio",10,60000,54000,JAVIER NARANJO,2014
 MIS PRIMEROS HÉROES. CIENTÍFICOS  ,Nila Aye,20,42000,33600,BEASCOA,2020
 EL MÉTODO 15/33  ,Shannon Kirk,20,49000,39200,B DE BOLSILLO,2018
" SALUD NATURAL DESPUES DEL PARTO: LA GUIA COMPLETA PARA UNA BUENA SALUD POSTPARTO / NATURAL HEALTH AFTER CHILDBIRTH,LA GUIA COMPLETA PARA UNA BUENA SALUD POSTPARTO  ",Aviva Jill Romm,80,69900,13980,INNER TRADITIONS,2003
 ANGELES ,Ediycon,10,7900,7110,,2022
 LAS CRÓNICAS DE NARNIA 6: LA SILLA DE PLATA  ,C. S. Lewis,20,39000,31200,DESTINO,2014
 EXPEDIENTES X COLOMBIA  ,Esteban Cruz Niño,20,52000,41600,EDICIONES B,2018
 EL DÍA QUE NIETZSCHE LLORÓ  ,"Yalom, Irvin D.",20,49000,39200,BOOKET,2021
 UNA REVELACIÓN BRUTAL  ,Louise Penny,20,54000,43200,SALAMANDRA BOLSILLO,2021
 POR SI LAS VOCES VUELVEN ,Angel  Martin,20,59000,47200,PLANETA,0
 EL GRAN LIBRO DE LOS GATOS  ,Jorge De Cascante,20,69000,55200,BLACK,2022
 ALEIDA  ,Vladdo,20,47899,38319,AGUILAR,2022
 DEL ORO AL BITCOIN ,"Bhatia, Nik",20,49000,39200,PAIDÓS EMPRESA,2022
 EL CEREBRO DEL ADOLESCENTE  ,David Bueno I Torrens,20,59000,47200,GRIJALBO,2022
 BELLO ANIMAL ,"Buitrago, Fanny",20,59000,47200,SEIX BARRAL,2021
 PARAÍSO  ,Abdulrazak Gurnah,20,65000,52000,SALAMANDRA,2021
 FURIA (SERIE CRAVE 2) ,"Wolff, Tracy",20,89000,71200,EDITORIAL PLANETA,2021
 LECCIONES DE ESTOICISMO  ,John Sellars,0,55440,55440,TAURUS,2021
 EL PODER DE LOS HÁBITOS  ,Charles Duhigg,20,59000,47200,VERGARA,2019
 CIUDAD DE MUJERES  ,Elizabeth Gilbert,20,69000,55200,SUMA DE LETRAS,2019
 EL LIBRO NEGRO ,Dross,20,45000,36000,GRUPO PLANETA,2019
 MALDAD LÍQUIDA ,"Zygmunt Bauman,Leonidas Donskis",20,42000,33600,PAIDOS,2019
 NUNCA PARES DE APRENDER ,"Staats, Bradley R.",20,67000,53600,PENGUIN RANDOM HOUSE G.E. (COLOMBIA),0
 SI HASTA JESÚS PECÓ ,Jacqueline Urzola,20,49000,39200,PLANETA,2022
 CIUDAD VICTORIA ,Salman Rushdie,20,67000,53600,RANDOM HOUSE,2023
 CADA GENERACION TIENE LO SUYO ,Ana  Sarmiento,20,49000,39200,PAIDOS,0
 HEARTSTOPPER 3  ,Alice Oseman,30,81000,56700,VRYA,2023
 SELVA [INCLUYE PINCEL] ,Jose Pingray Maria,20,27900,22320,GATO DE HOJALATA,0
 HÉROES NÓRDICOS  ,Rick Riordan,20,49000,39200,MONTENA,2017
 PARAÍSO TRAVEL  ,Jorge Franco,20,46000,36800,DEBOLSILLO,2017
" LEO CON PEPPA 3. UN CUENTO PARA CADA LETRA: T, D, N, F, R, RR, H  ","Astley Neville, Mark Baker",20,21900,17520,ALTEA,2017
" CREATIVIDAD, S.A.  ",Edwin Catmull,20,64000,51200,CONECTA,2015
 TODOS DEBERÍAMOS SER FEMINISTAS  ,Chimamanda Ngozi Adichie,20,39000,31200,LITERATURA RANDOM HOUSE,2015
 VAMPYR. REVAMPED (CARMINA NOCTURNA 1)  ,Carolina Andújar,20,69000,55200,MONTENA,2016
 NADA ES TAN TERRIBLE  ,Rafael Santandreu,20,59000,47200,GRIJALBO,2018
 PSICOANALISIS Y GENERO  ,Irene Meler,20,49000,39200,BOOKET,2020
 PERDONA Y VIVE EL PRESENTE CON LA AYUDA DE LOS ÁNGELES  ,Ana Mercedes Rueda,20,57000,45600,GRIJALBO,2019
 PIDEME LO QUE QUIERAS Y YO TE LO DARE ,Megan Maxwell,20,69000,55200,BOOKET,0
" AUNQUE TENGA MIEDO, HÁGALO IGUAL ",Susan Jeffers,20,59900,47920,GRUPO PENTA,2022
 ÉTICA COSMOPOLITA ,Adela Cortina Orts,20,89000,71200,EDICIONES PAIDÓS,0
 DOMESTICAR EL ELEFANTE  ,Fernando Enrique Plata,20,57000,45600,CONECTA,2021
 OPUESTOS ,Jose Pingray Maria,20,19900,15920,GATO DE HOJALATA,0
 LA MAGIA DE PENSAR EN GRANDE  ,David J. Schwartz,20,54000,43200,TALLER DEL EXITO,2018
 LAS ROSAS DE ORWELL  ,Rebecca Solnit,20,67000,53600,LUMEN,2022
 CASA DE CIELO Y ALIENTO (CIUDAD MEDIALUNA 2)  ,Sarah J. Maas,20,82000,65600,ALFAGUARA,2022
 HARRY POTTER Y EL CÁLIZ DE FUEGO (EDICIÓN HUFFLEPUFF DEL 20° ANIVERSARIO) (HARRY POTTER 4)  ,J. K. Rowling,20,119000,95200,SALAMANDRA INFANTIL Y JUVENIL,2021
 LOS SIETE TREMENDOS CABRITOS  ,Sebastian Meschenmoser,20,28000,22400,FONDO DE CULTURA ECONOMICA,2018
 LECCIONES DE EPICUREÍSMO  ,John Sellars,20,39000,31200,TAURUS,2022
 LA DOMADORA DE MAMUTS ,Maria Bernarda Vergara,30,51900,36330,INTERMEDIO EDITORES,0
 HARRY POTTER Y EL CÁLIZ DE FUEGO (HARRY POTTER 4)  ,J. K. Rowling,20,189000,151200,SALAMANDRA INFANTIL Y JUVENIL,2020
 GRANJA [INCLUYE PINCEL] ,Jose Pingray Maria,20,27900,22320,GATO DE HOJALATA,0
 TRILOGIA DE LA FUNDACION  ,Isaac Asimov,20,66000,52800,DEBOLSILLO,2020
 ESPEJOS DEL TIEMPO  ,Brian Weiss,20,38000,30400,B DE BOLSILLO,2019
 MALIBÚ RENACE  ,Taylor Jenkins Reid,20,62000,49600,EDICIONES URANO,2019
 EL CHICO DE LA PIEL DE CERDO  ,Raiza Revelles,20,59000,47200,GRUPO PLANETA,2021
 ATREVETE A COCINAR! MOVIMIENTO SABOR Y BUENA ENERGÍA 8ª  EDICIÓN  ,Estefanía Borge,20,57000,45600,GRIJALBO,2017
" ALGÚN DÍA, HOY  ",Ángela Becerra,20,69000,55200,PLANETA,2019
 H DE HARRY. LIBRO I DE LA SAGA BG. 5  ,Darlis Stefany,40,99900,59940,SIN FRONTERAS GRUPO EDITORIAL,2019
 DESESTRÉSATE ,"Rojas, Santiago",20,39000,31200,BOOKET,2021
 MUJER MILLONARIA  ,Kim Kiyosaki,20,43000,34400,DEBOLSILLO,2016
 LA PIEDRA DE SÍSIFO ,Juan Peláez,30,48000,33600,CALIXTA EDITORES,2022
 NO DESAPROVECHEMOS ESTA CRISIS  ,Mariana  Mazzucato,20,69900,55920,GALAXIA,2022
 100 PASATIEMPOS (SOPAS DE LETRAS). PIXAR ,Disney,20,24000,19200,PLANETA JUNIOR,2023
 COMO CAMBIAR TU MENTE ,Michael  Pollan,20,65000,52000,DEBATE,0
 EL PODER DE LAS PALABRAS  ,Mariano Sigman,20,59000,47200,PENGUIN RANDOM HOUSE,2022
 ERASE UNA VEZ UN CORAZON ROTO ,Stephanie  Garber,20,69000,55200,PUCK,0
 ESTELAR  ,Brandon Sanderson,20,62000,49600,NOVA,2020
 LA VORÁGINE  ,Jose Eustasio Rivera,20,34900,27920,MESTAS,2014
" CUENTOS DE AMOR, DE LOCURA Y DE MUERTE  ",Horacio Quiroga,30,7500,5250,COMETA,0
 CARTILLA PARA COLOREAR CUENTOS CLÁSICOS INFANTILES  ,Varios Autores,30,11000,7700,KINGKOLOR,0
 DIOS ES JOVEN  ,Papa Francisco,20,29000,23200,PLANETA,2014
 TODO LO QUE SÉ DE LA CACA  ,Jaume Copons,80,10630,2126,COMBEL EDITORIAL,2018
 EMINENCIA GRIS  ,Aldous Huxley,10,72000,64800,EDHASA,2017
 DIARIO DE GRATITUD Y MANDALAS PARA COLOREAR ,Sirio Press,25,45600,34200,SIRIO,2020
 MUJERCITAS  ,Louisa May Alcott,40,32900,19740,GRUPO SIN FRONTERAS SAS,2021
 OSITO TITO. BOMBEROS AL RESCATE  ,Benji Davies,20,39900,31920,PLANETA,0
 HARRY POTTER Y LA PIEDRA FILOSOFAL (ED. MINALIMA) (HARRY POTTER 1)  ,J. K. Rowling,20,189000,151200,SALAMANDRA INFANTIL Y JUVENIL,2021
 MEMORIAS DE ADRIANO  ,Marguerite Yourcenar,20,47000,37600,DEBOLSILLO,2013
 JUEGO DE MENTIRAS  ,Ruth Ware,20,70000,56000,SALAMANDRA,2018
 EL DESTINO DE FAUSTO  ,Oliver Jeffers,30,43000,30100,FONDO DE CULTURA ECONOMICA,2021
 LAS 48 LEYES DEL PODER  ,Robert Greene,30,95000,66500,OCEANO,2019
" EL SANTO, EL SURFISTA Y EL EJECUTIVO  ",Robin Sharma,20,44000,35200,URANO,2004
 FLASH CARD ALTO CONTRASTE  ,Kocodío,30,40000,28000,KOCODIO SAS,2022
 DEADPOOL VOLUME 7: AXIS (LIBRO EN INGLÉS)  ,Varios Autores,80,65000,13000,MARVEL COMICS GROUP,0
 VEINTE MIL LEGUAS DE VIAJE SUBMARINO  ,Julio  Verne,30,17000,11900,VALENCIA QUINTERO JORGE JAVIER,0
 YO  ,Philip Waechter,10,69000,62100,LOGUEZ EDICIONES,2018
 HEARTSTOPPER 1  ,Alice Oseman,30,81000,56700,VRYA,2020
 ERIK EL ROJO ,"Fernandez Mendoza, Tulio",20,55000,44000,MONTENA,2023
 EL PODER DE LA MUJER QUE ORA  ,Stormie Omartian,35,32946,21415,UNILIT,2008
 PACK 2 TOMOS ALEJO LOPERA  ,Alejo Lopera,45,76000,41800,SIN FRONTERAS,2022
 CIUDADES DE FUEGO  ,Joana Marcús,20,79000,63200,GRUPO PLANETA,2022
 EL SIGNO DEL PEZ  ,Germán Espinosa,20,64000,51200,ALFAGUARA,2022
 EL ÚLTIMO VALS DE LOS TIRANOS. UNA REVISIÓN DE LAS PROFECÍAS DE RAMTHA ,Ramtha,30,109000,76300,,2022
 LA PESTE DE LA MEMORIA  ,Varios Autores,20,29000,23200,COMICS COLOMBIA,2013
 EL ARTE DE AMAR  ,Erich Fromm,20,49000,39200,GRUPO PLANETA,2014
 LA VENGANZA DE LOS SIERVOS  ,Julián Casanova,20,14000,11200,CRÍTICA,2013
 PENSAR RÁPIDO PENSAR DESPACIO  ,Daniel Kahneman,20,59000,47200,DEBOLSILLO,2022
 TRILOGIA DE AUSCHWITZ  ,Primo Levi,20,99000,79200,ARIEL,2016
 ESTO ES MARKETING  ,Seth Godin,20,52000,41600,PAIDOS,2019
 LA CORRUPCIÓN EN EL PODER  ,Jorge Enrique Robledo,20,51000,40800,AGUILAR,2016
 EL LIBRO NEGRO DE LAS HORAS ,Eva García Sáenz De Urturi,20,69000,55200,PLANETA,2022
 DESAPEGARSE SIN ANESTESIA  ,Walter Riso,20,45000,36000,PLANETA,2014
 POR UN BESO ,Julia Quinn,20,60000,48000,EDICIONES URANO,2021
 EL IMPERIO DE LA UTOPÍA  ,Silvio Waisbord,20,29000,23200,ARIEL,2021
 MAS ALLA DEL INVIERNO ,"Allende, Isabel",20,49000,39200,DEBOLS!LLO,2023
 EL PODER DE LA INTENCIÓN  ,Wayne W. Dyer,20,47000,37600,DEBOLSILLO,2013
 EL VIAJE MAS IMPROBABLE  ,Walter Álvarez,20,29000,23200,CRÍTICA,2014
 LA PIEL  ,Sergio Del Molino,20,56000,44800,ALFAGUARA,2021
 CÓMO PERDERLO TODO  ,Ricardo Silva Romero,20,75000,60000,ALFAGUARA,2018
 TODOS LOS CUENTOS  ,Clarice Lispector,30,54000,37800,FCE (FONDO DE CULTURA ECONOMICA),2021
 LA BRUJA BLANCA  ,Shelby Mahurin,20,72000,57600,EDICIONES URANO,0
 BALUARTE  ,Elvira Sastre,20,42000,33600,SEIX BARRAL,2021
 GABRIELA TAFUR EN TODO SU DERECHO  ,Gabriela Tafur,20,45000,36000,EDITORIAL PLANETA,2021
 CONVERSACIONES CRUCIALES (3ª ED. REVISADA)  ,Varios Autores,10,64000,57600,EMPRESA ACTIVA,2022
 CÓMO ABRAZAR A UN ERIZO: 12 CLAVES PARA CONECTAR DE FORMA POSITIVA CON LOS ADOLESCENTES (BOOKS4POCKET CREC. Y SALUD) ,Brad Wilcox; Jerrick Robbins,20,37000,29600,BOOKS4POCKET,2021
 ESCÁNDALOS A LA LUZ DE LA LUNA  ,"Armentrout, Jennifer",20,88000,70400,TITANIA,2022
 ANTES DE DICIEMBRE  ,Joana Marcus,20,54000,43200,MONTENA,2021
 LA MENTE BIEN AJARDINADA  ,Sue Stuart-Smith,20,62000,49600,DEBATE,2022
 EL MESÍAS DE DUNE (DUNE 2)  ,Frank Herbert,20,45000,36000,DEBOLSILLO,2021
 POKÉMON SÚPER EXTRA DELUX GUÍA ESENCIAL DEFINITIVA  ,Pokemon Pokemon,20,95000,76000,MONTENA,2022
 EL TAROT DE LOS MAGOS  ,Corrine Kenner,25,166000,124500,SIRIO,2013
 1984  ,George Orwell,20,50000,40000,DEBOLSILLO,2013
 LOS CUENTOS DE PEPPA  ,"Astley Neville, Mark Baker",20,25900,20720,ALTEA,2016
 JUNGLA CÓSMICA  ,Catalina Estrada,20,45000,36000,PLAZA & JANES,2016
 LA BROMA  ,Milan Kundera,20,52000,41600,TUSQUETS,2014
" BUENOS DIAS, PRINCESA!  ",Blue Jeans,20,29000,23200,PLANETA,2012
 MI DIARIO DE YOGA (EDICIÓN REVISADA Y ACTUALIZADA)  ,Xuan-Lan,20,72000,57600,GR. ILUSTRADOS,2021
 LA SANGRE MANDA  ,Stephen King,20,74000,59200,PLAZA & JANES,2020
 DISCULPA  ,Sin Autor,30,33900,23730,SIN FRONTERAS,2021
 EL HOMBRE MAS RICO DE BABILONIA  ,George Clason,30,25000,17500,EDITORIAL BLANCO Y NEGRO SAS,0
 A TRAVÉS DE MI VENTANA  ,Ariana Godoy,20,62000,49600,ALFAGUARA INFANTIL JUVENIL,2021
 CHINASKI II  ,Charles Bukowski,20,149900,119920,ANAGRAMA,2020
 LA AGONÍA DEL EROS  ,Byung-Chul Han,10,59000,53100,HERDER,2018
 LA SEMANA LABORAL DE 4 HORAS  ,Timothy Ferriss,10,107000,96300,RBA LIBROS,2016
 RITUALES DE AMOR ,Erika Gomez,30,49900,34930,GSF,0
 DOCTOR SUEÑO  ,Stephen King,20,57000,45600,DEBOLSILLO,2019
 RESPIRANDO EL VERANO ,"Rojas Herazo, Héctor",20,55000,44000,SEIX BARRAL,2021
 VIOLETA  ,Isabel Allende,20,69000,55200,PLAZA & JANES,2022
 ESCAPE  ,Dross,20,49000,39200,GRUPO PLANETA,2021
 EL ITALIANO  ,Arturo Pérez-Reverte,20,66000,52800,ALFAGUARA,2021
 HEARTSONG LA CANCION DEL CORAZON  ,T. J. Klune,30,120000,84000,VRYA,2023
 HEARTSTOPPER 4  ,Alice Oseman,30,81000,56700,VRYA,2023
 EL ORIGEN DE LAS ESPECIES  ,Charles Darwin,20,54000,43200,PENGUIN CLÁSICOS,2019
 RELOJES QUE NO MARCAN LA MISMA HORA ,Rodrigo Bastidas,40,40000,24000,PLANETA LECTOR,0
" PADRE RICO, PADRE POBRE  ",Robert T. Kiyosaki,20,59000,47200,AGUILAR,2017
 ESCRIBIR PARA SANAR ,Silvia Adela Kohan,20,54000,43200,EDICIONES URANO,2022
 HOTEL CHILE ,"Sepúlveda, Luis",20,55000,44000,TUSQUETS,2023
 HISTORIA DEL ROCK 1 EL BLUES ,Andres Duran,20,49000,39200,PLANETA,0
 EL GALENO ,Orlando Llath,30,42000,29400,CALIXTA EDITORES SAS,2022
 SOY LA MADRE NATURALEZA  ,Maria José Flaqué,20,55000,44000,GRIJALBO,2022
 EL PRECIO DE LA DESIGUALDAD  ,Joseph E. Stiglitz,20,55000,44000,DEBOLSILLO,2022
" SOY VERTICAL, PERO PREFERIRÍA SER HORIZONTAL  ",Sylvia Plath,20,25000,20000,LITERATURA RANDOM HOUSE,2022
 EL GATO QUE AMABA LOS LIBROS  ,Sosuke Natsukawa,20,55000,44000,GRIJALBO,2022
 ASYLUM  ,Madeleine Roux,10,57000,51300,V & R  EDITORAS,2022
 LIMPIA TUS GENES  ,Ben Lynch,20,60000,48000,GRIJALBO,2019
 POR QUÉ HACEMOS LO QUE HACEMOS?  ,Mario Sergio Cortella,20,29000,23200,PAIDOS,2018
 ENCIENDE TU POTENCIAL ,"Jacobsen, Pablo",20,49000,39200,PAIDÓS EMPRESA,2022
 EL AMOR LAS MUJERES Y LA MUERTE ,Arthur Schopenhauer,30,18000,12600,SKALA,0
 CÓMO GANAR AMIGOS E INFLUIR SOBRE LAS PERSONAS  ,Dale Carnegie,30,30000,21000,EDITORIAL BLANCO & NEGRO,2020
" CABEZA, CORAZON Y MANOS  ",Álvaro González Alorda,20,47000,37600,AGUILAR,2022
 DE UNA BODA Y OTRAS MENTIRAS  ,Florencia A. Cabrera,30,49000,34300,BLANCO & NEGRO,0
 DISCURSO DEL MÉTODO / MEDITACIONES METAFÍSICAS ,"Descartes, René",20,39000,31200,GRUPO PLANETA – MÉXICO - AUSTRAL MÉXICO,2022
 PACK TRILOGIA CORAZÓN  ,Jasmín Martínez,45,185000,101750,GRUPO SIN FRONTERAS,2022
 REINVENTAR LAS ORGANIZACIONES  ,Frederic Laloux,20,64900,51920,GRUPO PENTA,0
 MATAR A UN RUISEÑOR  ,Harper Lee,20,64900,51920,HARPER COLLINS,2015
 CUENTO EMOCIONANTE: BATMAN  ,Parragon Book,20,19900,15920,PARRAGON,2018
 CULTURA GENERAL PARA DUMMIES  ,Jean-Fran&Ccedil;Ois P&Eacute;Pin,20,59000,47200,PARA DUMMIES COLOMBIA,2014
 DRAMAS HISTÓRICOS. OBRA COMPLETA 3  ,William Shakespeare,20,63000,50400,PENGUIN CLÁSICOS,2016
 ANALISIS TECNICO DE LOS MERCADOS FINANCIEROS  ,John J. Murphy,20,109000,87200,PAIDOS,2016
 AQUILES O EL GUERRILLERO Y EL ASESINO  ,Carlos Fuentes,20,59000,47200,ALFAGUARA,2016
 EL MONJE QUE VENDIÓ SU FERRARI  ,Robin Sharma,20,55000,44000,GRIJALBO,2013
 CUENTOS EXTRAÑOS PARA NIÑOS PECULIARES  ,Ransom Riggs,20,55000,44000,ALFAGUARA J.,2016
